"NIT","RAZÓN SOCIAL","SUPERVISOR","REGIÓN","DEPARTAMENTO DOMICILIO","CIUDAD DOMICILIO","CIIU","MACROSECTOR","INGRESOS OPERACIONALES","GANANCIA (PÉRDIDA)","TOTAL ACTIVOS","TOTAL PASIVOS","TOTAL PATRIMONIO","Año de Corte"
"816,001,182","AUDIFARMA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,645","COMERCIO","$3.50","$0.05","$2.40","$2.20","$0.20","2,022"
"891,410,137","SUZUKI MOTOR DE COLOMBIA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","3,091","MANUFACTURA","$0.99","$0.06","$0.75","$0.20","$0.55","2,022"
"891,400,378","PAPELES NACIONALES S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,709","MANUFACTURA","$0.85","$0.00","$0.80","$0.54","$0.26","2,022"
"891,408,584","FRISBY S.A. BIC","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","5,612","SERVICIOS","$0.71","$0.04","$0.42","$0.35","$0.07","2,022"
"891,401,705","INGENIO RISARALDA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,071","MANUFACTURA","$0.53","$0.05","$0.56","$0.33","$0.23","2,022"
"900,737,989","BEMOVIL S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,190","SERVICIOS","$0.42","$0.00","$0.01","$0.01","$0.00","2,022"
"900,616,155","SUPER PAGOS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,311","SERVICIOS","$0.40","$0.00","$0.03","$0.02","$0.01","2,022"
"900,103,833","CI METALES LA UNION S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,665","COMERCIO","$0.38","$0.01","$0.06","$0.06","$0.00","2,022"
"800,121,199","HIERROS HB S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,663","COMERCIO","$0.37","$0.02","$0.11","$0.08","$0.03","2,022"
"900,481,902","COMERCIALIZADORA FRESMAR S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,631","COMERCIO","$0.37","$0.01","$0.08","$0.05","$0.03","2,022"
"901,248,010","COFFEENAR S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","SANTA ROSA DE CABAL","4,620","COMERCIO","$0.32","$0.00","$0.03","$0.03","$0.00","2,022"
"900,579,611","CONSUMER ELECTRONICS GROUP S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,640","MANUFACTURA","$0.25","$0.00","$0.20","$0.17","$0.02","2,022"
"900,342,064","SOCIEDAD COMERCIALIZADORA DE INSUMOS Y SERVICIOS MÉDICOS S.A.S.","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,610","SERVICIOS","$0.25","-$0.05","$0.34","$0.18","$0.15","2,022"
"816,006,799","BUSSCAR DE COLOMBIA S.A.S. EN REORGANIZACION","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,920","MANUFACTURA","$0.25","-$0.01","$0.20","$0.15","$0.05","2,022"
"891,401,711","INDUSTRIAS ELECTROMECANICAS MAGNETRON S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,711","MANUFACTURA","$0.24","$0.02","$0.26","$0.19","$0.07","2,022"
"900,448,470","HIERROS DE OCCIDENTE FERRETERIAS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,663","COMERCIO","$0.23","$0.01","$0.06","$0.05","$0.01","2,022"
"891,409,291","EVE DISTRIBUCIONES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,645","COMERCIO","$0.22","$0.01","$0.31","$0.10","$0.21","2,022"
"891,410,182","CAFE Y COMPAÑIA S.A.S. CAFE&CO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,062","MANUFACTURA","$0.21","$0.01","$0.05","$0.02","$0.03","2,022"
"891,480,000","CAJA DE COMPENSACION FAMILIAR DE RISARALDA COMFAMILIAR RISARALDA","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,699","SERVICIOS","$0.20","-$0.01","$0.15","$0.06","$0.09","2,022"
"800,128,680","REENCAFE S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,530","COMERCIO","$0.20","$0.01","$0.10","$0.05","$0.05","2,022"
"816,003,186","COMERCIALIZADORA HOMAZ S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,511","COMERCIO","$0.19","$0.00","$0.10","$0.05","$0.05","2,022"
"900,799,976","AVOFRUIT S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,631","COMERCIO","$0.19","-$0.00","$0.16","$0.16","$0.00","2,022"
"800,231,235","EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,610","SERVICIOS","$0.19","$0.01","$0.26","$0.10","$0.16","2,022"
"891,400,754","C Y P DEL R S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,709","MANUFACTURA","$0.19","$0.01","$0.20","$0.14","$0.07","2,022"
"900,464,876","ALTAMIRA SUPREMO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,061","MANUFACTURA","$0.16","-$0.00","$0.03","$0.02","$0.01","2,022"
"800,037,835","COMERCIALIZADORA LA BONANZA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,711","COMERCIO","$0.16","$0.01","$0.03","$0.01","$0.02","2,022"
"819,006,966","MEDIA COMMERCE PARTNERS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,110","SERVICIOS","$0.16","$0.01","$0.29","$0.20","$0.09","2,022"
"900,131,529","INDUSTRIAS TOMY S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,081","MANUFACTURA","$0.16","$0.02","$0.03","$0.02","$0.01","2,022"
"900,816,822","ACCEDO COLOMBIA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","8,220","SERVICIOS","$0.16","$0.00","$0.07","$0.05","$0.02","2,022"
"900,562,939","INVERCAFE CERRITOS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,061","MANUFACTURA","$0.15","$0.00","$0.02","$0.02","$0.00","2,022"
"800,122,420","COYTEX S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,410","MANUFACTURA","$0.14","-$0.00","$0.11","$0.11","$0.00","2,022"
"800,115,720","RG DISTRIBUCIONES S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,663","COMERCIO","$0.13","$0.00","$0.05","$0.02","$0.03","2,022"
"860,008,386","INDUSTRIA MOLINERA DE CALDAS S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,051","MANUFACTURA","$0.13","$0.00","$0.09","$0.05","$0.04","2,022"
"890,900,265","COATS CADENA ANDINA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,311","MANUFACTURA","$0.12","$0.02","$0.07","$0.03","$0.03","2,022"
"816,007,754","EMPRENDER S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,711","COMERCIO","$0.11","$0.00","$0.04","$0.02","$0.02","2,022"
"891,409,981","CLINICA LOS ROSALES S.A.","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,610","SERVICIOS","$0.11","-$0.03","$0.14","$0.13","$0.01","2,022"
"800,005,423","DE MODA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,771","COMERCIO","$0.11","$0.00","$0.05","$0.03","$0.01","2,022"
"816,008,774","METALES Y MADERAS DEL RISARALDA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,663","COMERCIO","$0.11","$0.01","$0.03","$0.02","$0.02","2,022"
"816,006,016","COMESTIBLES INTEGRALES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,081","MANUFACTURA","$0.10","-$0.00","$0.06","$0.05","$0.01","2,022"
"800,135,342","LAGOBO DISTRIBUCIONES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,754","COMERCIO","$0.10","$0.00","$0.11","$0.08","$0.03","2,022"
"890,800,100","CALDAS MOTOR S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,511","COMERCIO","$0.10","$0.00","$0.03","$0.01","$0.02","2,022"
"891,409,006","GERMAN GAVIRIA S.A.S. DISTRIMOTOS","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,541","COMERCIO","$0.09","$0.00","$0.06","$0.05","$0.01","2,022"
"816,001,249","ASUL S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.09","$0.00","$0.12","$0.08","$0.05","2,022"
"816,004,182","PENTAGRAMA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","3,290","MANUFACTURA","$0.09","$0.01","$0.06","$0.03","$0.03","2,022"
"800,196,263","ALUMINIOS DE COLOMBIA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,511","MANUFACTURA","$0.09","$0.00","$0.05","$0.02","$0.03","2,022"
"800,240,061","ACINOX S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","2,410","MANUFACTURA","$0.08","$0.00","$0.05","$0.03","$0.03","2,022"
"816,004,965","ESTATAL DE SEGURIDAD LIMITADA.","SUPERVIGILANCIA","EJE CAFETERO","RISARALDA","PEREIRA","8,010","SERVICIOS","$0.08","$0.00","$0.03","$0.01","$0.01","2,022"
"891,411,213","INTEGRANDO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,930","MANUFACTURA","$0.08","$0.00","$0.06","$0.05","$0.01","2,022"
"891,408,586","LIGA CONTRA EL CANCER SECCIONAL RISARALDA","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,621","SERVICIOS","$0.08","$0.02","$0.12","$0.02","$0.10","2,022"
"816,006,449","LA INTEGRIDAD S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,711","COMERCIO","$0.07","$0.00","$0.01","$0.00","$0.01","2,022"
"891,401,345","INDUSTRIA COLOMBIANA DE CONFECCIONES S.A. EN REORGANIZACION","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,410","MANUFACTURA","$0.07","$0.00","$0.08","$0.08","-$0.00","2,022"
"900,375,309","C2 SOLUCIONES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,669","COMERCIO","$0.07","$0.00","$0.04","$0.03","$0.01","2,022"
"800,027,765","PARTES Y COMPLEMENTOS PLASTICOS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,229","MANUFACTURA","$0.07","$0.01","$0.07","$0.03","$0.04","2,022"
"816,007,113","CRISALLTEX S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,410","MANUFACTURA","$0.07","$0.00","$0.10","$0.05","$0.05","2,022"
"860,002,445","EXCO COLOMBIANA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,599","MANUFACTURA","$0.06","$0.00","$0.07","$0.04","$0.03","2,022"
"901,324,644","FRUTY GREEN PACKING S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","GUATICA","4,631","COMERCIO","$0.06","$0.00","$0.04","$0.03","$0.01","2,022"
"891,408,256","SEGURIDAD NACIONAL LIMITADA.","SUPERVIGILANCIA","EJE CAFETERO","RISARALDA","PEREIRA","8,010","SERVICIOS","$0.06","$0.00","$0.01","$0.01","$0.01","2,022"
"830,085,294","ACEROS INOXIDABLES S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","2,410","MANUFACTURA","$0.06","$0.00","$0.04","$0.01","$0.03","2,022"
"800,051,817","AUTOMOTORA DE OCCIDENTE S EN C S","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,511","COMERCIO","$0.06","$0.00","$0.01","$0.01","$0.01","2,022"
"900,320,751","LA ECONOMIA COMERCIAL S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","SANTA ROSA DE CABAL","4,711","COMERCIO","$0.06","$0.00","$0.01","$0.00","$0.00","2,022"
"900,260,749","TELEMARK SPAIN S.L. SUCURSAL COLOMBIA ZONA FRANCA PERMANENTE ESPECIAL","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","8,220","SERVICIOS","$0.06","$0.01","$0.03","$0.02","$0.01","2,022"
"900,153,867","IMPORTADORA OKLA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,541","COMERCIO","$0.06","$0.00","$0.03","$0.03","$0.01","2,022"
"900,588,276","GB BIOPACOL ANDINA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,709","MANUFACTURA","$0.06","-$0.01","$0.05","$0.05","-$0.00","2,022"
"816,006,697","VEHICULOS DEL CAFE S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,511","COMERCIO","$0.05","$0.00","$0.01","$0.00","$0.00","2,022"
"900,443,873","INDUCOLOMBIA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,631","COMERCIO","$0.05","$0.00","$0.02","$0.01","$0.01","2,022"
"891,400,379","TEXTILES OMNES S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,312","MANUFACTURA","$0.05","$0.01","$0.04","$0.02","$0.02","2,022"
"900,079,790","EJE CONSTRUCCIONES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,810","SERVICIOS","$0.05","$0.02","$0.30","$0.05","$0.24","2,022"
"800,248,889","MG COMPAÑIA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,631","COMERCIO","$0.05","$0.00","$0.02","$0.02","$0.00","2,022"
"900,490,788","BECALL OUTSOURCING S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","8,220","SERVICIOS","$0.05","$0.00","$0.02","$0.01","$0.01","2,022"
"891,409,390","RADIOLOGOS ASOCIADOS S.A.S.","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,691","SERVICIOS","$0.05","$0.02","$0.08","$0.02","$0.07","2,022"
"900,418,144","MULTINTEGRAL S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,741","COMERCIO","$0.05","$0.00","$0.02","$0.02","$0.01","2,022"
"900,580,322","CONSTRUCTORA PALO DE AGUA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.05","$0.02","$0.09","$0.08","$0.01","2,022"
"816,005,003","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,621","SERVICIOS","$0.05","$0.00","$0.05","$0.01","$0.04","2,022"
"891,408,382","AMERICANA DE CURTIDOS LIMITADA. Y COMPAÑIA  SCA","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","SANTA ROSA DE CABAL","1,511","MANUFACTURA","$0.05","$0.00","$0.05","$0.02","$0.02","2,022"
"900,365,660","PROVEER INSTITUCIONAL S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,631","COMERCIO","$0.05","$0.00","$0.01","$0.01","$0.00","2,022"
"891,400,005","ALCIDES AREVALO S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,530","COMERCIO","$0.05","$0.00","$0.11","$0.03","$0.08","2,022"
"900,956,129","ENTRECARNES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,011","MANUFACTURA","$0.04","-$0.00","$0.01","$0.01","-$0.00","2,022"
"900,110,597","PASABOCAS PATTY S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","SANTA ROSA DE CABAL","1,089","MANUFACTURA","$0.04","$0.00","$0.02","$0.02","$0.01","2,022"
"900,631,710","VERITRAN COLOMBIA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,202","SERVICIOS","$0.04","$0.00","$0.01","$0.01","$0.01","2,022"
"891,401,416","TEXTILES RISARALDA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,641","COMERCIO","$0.04","$0.00","$0.02","$0.01","$0.01","2,022"
"900,077,504","AGROCERDOS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","144","AGROPECUARIO","$0.04","$0.00","$0.03","$0.02","$0.01","2,022"
"900,188,750","AGREGADOS DEL OCCIDENTE DE RISARALDA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","SANTUARIO","4,663","COMERCIO","$0.04","$0.00","$0.05","$0.03","$0.02","2,022"
"891,408,135","NICOLE S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,313","MANUFACTURA","$0.04","$0.00","$0.04","$0.01","$0.03","2,022"
"816,006,044","LA GRAN FERRETERIA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,752","COMERCIO","$0.04","$0.00","$0.01","$0.00","$0.01","2,022"
"891,411,663","ESE HOSPITAL SANTA MÓNICA","SUPERSALUD","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","8,610","SERVICIOS","$0.04","-$0.00","$0.06","$0.02","$0.04","2,022"
"816,002,230","LA ESTRELLA S.A.S. EN REORGANIZACION","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","144","AGROPECUARIO","$0.04","$0.00","$0.04","$0.01","$0.03","2,022"
"901,352,572","SCHEFFER COLOMBIA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","161","AGROPECUARIO","$0.04","-$0.01","$0.05","$0.04","$0.01","2,022"
"816,006,362","LOPEZ ALVAREZ Y COMPAÑIA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,661","COMERCIO","$0.04","$0.00","$0.02","$0.01","$0.01","2,022"
"891,400,819","GUILLERMO PULGARIN S S.A. EN REORGANIZACION","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,410","MANUFACTURA","$0.04","$0.00","$0.04","$0.02","$0.01","2,022"
"800,149,296","ALFREDO EMILIO HOYOS MAZUERA Y COMPAÑIA S.EN.C.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","6,810","SERVICIOS","$0.04","$0.03","$0.13","$0.06","$0.07","2,022"
"816,003,385","COMERCIALIZADORA INTERNACIONAL PRODUCTOS BASICOS IMPORT Y EXPORT S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,631","COMERCIO","$0.04","$0.00","$0.01","$0.00","$0.00","2,022"
"900,169,541","COMERCIALIZADORA LA POSADA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","LA VIRGINIA","4,711","COMERCIO","$0.04","$0.00","$0.01","$0.00","$0.00","2,022"
"830,505,786","TERESITA EXPORTADORES DE CAFE S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,061","MANUFACTURA","$0.04","-$0.00","$0.01","$0.04","-$0.02","2,022"
"800,179,562","LEGON TELECOMUNICACIONES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","6,209","SERVICIOS","$0.04","$0.00","$0.01","$0.01","$0.00","2,022"
"900,100,443","SOCIEDAD ESPACIO Y DISEÑO CONSTRUCCIONES SAE","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.03","$0.00","$0.07","$0.06","$0.01","2,022"
"800,146,679","FRACTURAS Y FRACTURAS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","8,610","SERVICIOS","$0.03","$0.00","$0.02","$0.01","$0.02","2,022"
"900,381,458","SUPERMERCADOS EL CAFETAL S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,711","COMERCIO","$0.03","$0.00","$0.01","$0.01","$0.00","2,022"
"901,023,234","PRADERA CONSTRUCCIONES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.03","$0.00","$0.02","$0.01","$0.01","2,022"
"816,004,795","ENERGITEL S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,652","COMERCIO","$0.03","$0.00","$0.02","$0.01","$0.01","2,022"
"900,340,724","JARDINES DEL RENACER S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","9,603","SERVICIOS","$0.03","-$0.00","$0.02","$0.02","-$0.00","2,022"
"816,005,473","816005473","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","9,603","SERVICIOS","$0.03","$0.00","$0.03","$0.01","$0.02","2,022"
"816,001,215","ASSERVI S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","8,220","SERVICIOS","$0.03","$0.00","$0.02","$0.01","$0.01","2,022"
"900,653,488","IML EMPAQUES COLOMBIA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,229","MANUFACTURA","$0.03","-$0.01","$0.09","$0.03","$0.05","2,022"
"816,004,942","MET GROUP S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,930","MANUFACTURA","$0.03","$0.00","$0.02","$0.01","$0.01","2,022"
"900,091,746","LA FABRICA DE LA FELICIDAD S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,020","MANUFACTURA","$0.03","$0.00","$0.02","$0.01","$0.00","2,022"
"816,003,966","EDS PARQUE OLAYA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,731","COMERCIO","$0.03","$0.00","$0.00","$0.00","$0.00","2,022"
"901,225,015","COMERCIALIZADORA DE CARNES Y GANADO DEL OTUN S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,631","COMERCIO","$0.03","-$0.00","$0.01","$0.01","-$0.00","2,022"
"901,099,878","CONSTRUEJE S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,752","COMERCIO","$0.03","$0.00","$0.01","$0.00","$0.00","2,022"
"900,392,867","ALEXCAFE S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,620","COMERCIO","$0.03","$0.00","$0.02","$0.01","$0.01","2,022"
"900,480,656","TEK SOLUCIONES TECNOLOGICAS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,651","COMERCIO","$0.03","$0.00","$0.01","$0.01","$0.01","2,022"
"900,695,452","NASE COLOMBIA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","8,110","SERVICIOS","$0.03","$0.00","$0.01","$0.00","$0.00","2,022"
"900,268,071","INNOVATIV E EDUCATIONSERVICES AND SOLUTIONS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,202","SERVICIOS","$0.03","$0.00","$0.01","$0.00","$0.01","2,022"
"901,192,913","DISTRIBUCIONES EL DESCUENTO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,711","COMERCIO","$0.03","$0.00","$0.01","$0.01","$0.01","2,022"
"800,201,735","INDUSTRIAS DEL PACIFICO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","LA VIRGINIA","3,700","SERVICIOS","$0.03","$0.00","$0.02","$0.01","$0.01","2,022"
"900,581,234","PROTEINOVO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","145","AGROPECUARIO","$0.03","$0.00","$0.01","$0.00","$0.01","2,022"
"800,183,642","ALIMENTO ENERGETICO PROTEICO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,051","MANUFACTURA","$0.03","$0.00","$0.01","$0.01","$0.01","2,022"
"891,410,828","CASA DEL BOMBILLO NO 2 LIMITADA.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,663","COMERCIO","$0.03","$0.00","$0.02","$0.01","$0.01","2,022"
"891,407,898","COOPERATIVA DE TRABAJADORES VIGILANTES DE RISARALDA","SUPERVIGILANCIA","EJE CAFETERO","RISARALDA","PEREIRA","8,010","SERVICIOS","$0.02","$0.00","$0.01","$0.00","$0.00","2,022"
"900,324,986","NUCLEO CONSTRUCTORA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.02","$0.00","$0.12","$0.10","$0.01","2,022"
"816,004,007","ENCISO LIMITADA.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,690","COMERCIO","$0.02","$0.00","$0.01","$0.01","$0.01","2,022"
"900,480,098","OPTIMO IVERSIONES Y PROYECTOS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.02","$0.00","$0.04","$0.04","$0.01","2,022"
"800,196,002","ASC ELECTRÓNICA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","2,790","MANUFACTURA","$0.02","$0.00","$0.01","$0.01","$0.00","2,022"
"900,151,289","VHZ INGENIERIA S.A.S. SOCIEDAD POR ACCIONES SIMPLIFICADA","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,321","CONSTRUCCIÓN","$0.02","$0.00","$0.04","$0.02","$0.03","2,022"
"900,114,108","PAPELES REGIONALES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,709","MANUFACTURA","$0.02","$0.00","$0.01","$0.01","$0.01","2,022"
"891,411,743","CLINICA DE FRACTURAS S.A.S.","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,621","SERVICIOS","$0.02","$0.00","$0.01","$0.00","$0.00","2,022"
