"NIT","RAZÓN SOCIAL","SUPERVISOR","REGIÓN","DEPARTAMENTO DOMICILIO","CIUDAD DOMICILIO","CIIU","MACROSECTOR","INGRESOS OPERACIONALES","GANANCIA (PÉRDIDA)","TOTAL ACTIVOS","TOTAL PASIVOS","TOTAL PATRIMONIO","Año de Corte"
"891,410,059","LA LUCERNA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,081","MANUFACTURA","$0.03","$0.00","$0.01","$0.00","$0.01","2,024"
"900,480,656","TEK SOLUCIONES TECNOLOGICAS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,651","COMERCIO","$0.03","$0.00","$0.01","$0.01","$0.01","2,024"
"900,121,074","MESA E Y COMPAÑIA S EN CA","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,810","SERVICIOS","$0.03","-$0.01","$0.22","$0.05","$0.17","2,024"
"900,974,927","SOLUCIONES Y SUMINISTROS AGRICOLAS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","161","AGROPECUARIO","$0.03","$0.00","$0.03","$0.03","$0.00","2,024"
"891,400,592","COOPERATIVA DE TRANSPORTADORES DEL RISARALDA LIMITADA.","SUPERTRANSPORTE","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,923","SERVICIOS","$0.03","$0.00","$0.03","$0.01","$0.02","2,024"
"891,410,828","CASA DEL BOMBILLO NO 2 LIMITADA.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,663","COMERCIO","$0.03","$0.00","$0.02","$0.01","$0.01","2,024"
"816,007,746","FAM S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","SANTA ROSA DE CABAL","5,590","SERVICIOS","$0.03","$0.00","$0.02","$0.01","$0.02","2,024"
"900,131,528","INDUSTRIA DE PINTURAS Y PARTES METALMECANICAS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","2,592","MANUFACTURA","$0.03","$0.00","$0.01","$0.01","$0.00","2,024"
"900,316,025","MOVITRAM S.A.S.","SUPERTRANSPORTE","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,312","CONSTRUCCIÓN","$0.03","$0.00","$0.03","$0.01","$0.02","2,024"
"901,192,913","DISTRIBUCIONES EL DESCUENTO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,711","COMERCIO","$0.03","$0.00","$0.01","$0.00","$0.01","2,024"
"800,224,617","FERREINOX S.A.S. BIC","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,663","COMERCIO","$0.02","$0.00","$0.01","$0.01","$0.00","2,024"
"891,400,089","COOPERATIVA MULTIACTIVA CHOFERES DE PEREIRA","SUPERTRANSPORTE","EJE CAFETERO","RISARALDA","PEREIRA","9,499","SERVICIOS","$0.02","-$0.00","$0.01","$0.00","$0.01","2,024"
"800,179,562","LEGON TELECOMUNICACIONES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","6,209","SERVICIOS","$0.02","$0.00","$0.02","$0.02","$0.00","2,024"
"900,100,417","CONENCO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.02","-$0.00","$0.07","$0.16","-$0.09","2,024"
"900,362,633","COORDINAR SEGURIDAD Y COMPANIA LIMITADA.","SUPERVIGILANCIA","EJE CAFETERO","RISARALDA","PEREIRA","8,010","SERVICIOS","$0.02","$0.00","$0.00","$0.00","$0.00","2,024"
"816,004,007","ENCISO LIMITADA.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,690","COMERCIO","$0.02","$0.00","$0.01","$0.01","$0.01","2,024"
"891,411,381","LABORATORIO CLINICO PATOLOGICO LOPEZ CORREA S.A.","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,691","SERVICIOS","$0.02","$0.00","$0.02","$0.01","$0.01","2,024"
"900,986,387","ON OFF SOLUCIONES EN LINEA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,201","SERVICIOS","$0.02","-$0.01","$0.03","$0.03","-$0.00","2,024"
"900,935,440","ELECTROVAL COLOMBIA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,690","COMERCIO","$0.02","$0.00","$0.02","$0.01","$0.00","2,024"
"900,766,553","MOVIAVAL S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","7,490","SERVICIOS","$0.02","-$0.00","$0.05","$0.05","$0.00","2,024"
"816,008,314","CONFETEX DE COLOMBIA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,410","MANUFACTURA","$0.02","$0.00","$0.02","$0.01","$0.01","2,024"
"900,826,594","CONSTRUCTORA PROMETEO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.02","$0.00","$0.02","$0.01","$0.01","2,024"
"816,008,815","RECREFAM S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","SANTA ROSA DE CABAL","9,329","SERVICIOS","$0.02","$0.01","$0.03","$0.01","$0.01","2,024"
"900,581,234","PROTEINOVO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","145","AGROPECUARIO","$0.02","$0.00","$0.02","$0.00","$0.01","2,024"
"816,003,521","ESTACION DE SERVICIOS CORALES LIMITADA.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,731","COMERCIO","$0.02","$0.00","$0.00","$0.00","$0.00","2,024"
"900,407,915","CONSOLIDANSO SUEÑOS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","5,612","SERVICIOS","$0.02","$0.00","$0.00","$0.00","$0.00","2,024"
"900,676,198","ONZAS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,410","MANUFACTURA","$0.02","$0.00","$0.02","$0.02","$0.00","2,024"
"901,197,563","IBIZA MOTOS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","SANTA ROSA DE CABAL","4,541","COMERCIO","$0.02","-$0.00","$0.01","$0.00","$0.00","2,024"
"891,412,809","SUMINISTROS ELECTRICOS E INDUSTRIALES SUMILEC S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,652","COMERCIO","$0.02","$0.00","$0.02","$0.01","$0.01","2,024"
"900,956,129","ENTRECARNES S.A.S. EN REORGANIZACION","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,011","MANUFACTURA","$0.02","$0.00","$0.01","$0.02","-$0.00","2,024"
"900,757,722","OPERADORA DE TRANSPORTE DEL OTUN S.A.S.","SUPERTRANSPORTE","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,921","SERVICIOS","$0.02","$0.00","$0.02","$0.00","$0.02","2,024"
"900,066,708","INVERSIONES YM S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,810","SERVICIOS","$0.02","-$0.00","$0.39","$0.34","$0.05","2,024"
"900,555,619","SURTIFACIL PEREIRA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,711","COMERCIO","$0.02","$0.00","$0.00","$0.00","$0.00","2,024"
"891,400,308","PRIMER TAX S.A.","SUPERTRANSPORTE","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,731","COMERCIO","$0.02","$0.00","$0.01","$0.00","$0.01","2,024"
"900,228,767","GRUPO EMPRESARIAL DINAMICA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,910","SERVICIOS","$0.02","$0.01","$0.04","$0.01","$0.03","2,024"
"800,082,446","INSTITUTO DEL SISTEMA NERVIOSO DE RISARALDA S.A.S.","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,610","SERVICIOS","$0.02","$0.00","$0.02","$0.01","$0.01","2,024"
"900,083,844","CORALGAS LIMITADA.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,731","COMERCIO","$0.02","$0.00","$0.00","$0.00","$0.00","2,024"
"901,216,045","DISTRIBUCIONES E IMPORTACIONES J.A. S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.02","$0.00","$0.02","$0.01","$0.01","2,024"
"900,550,748","OINC S.A.S. EN REORGANIZACION","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,011","MANUFACTURA","$0.02","$0.00","$0.01","$0.00","$0.01","2,024"
